trainer,index,type,subject,input,calc
"Scientist Lumina",1,moves,"Munchlax","[]","['payback', 'rage', 'rest', 'sleep talk']"
"Scientist Lumina",2,ability,"Amoonguss","","regenerator"
"Scientist Lumina",2,moves,"Amoonguss","[]","['giga drain', 'night shade', 'sleep powder', 'venoshock']"
"Scientist Lumina",3,ability,"Quagsire","","water absorb"
"Scientist Lumina",3,moves,"Quagsire","[]","['bulldoze', 'curse', 'recover', 'waterfall']"
"Scientist Marissa",0,ability,"Toxicroak","","swift swim"
"Scientist Marissa",0,moves,"Toxicroak","[]","['close combat', 'mud bomb', 'muddy water', 'sludge bomb']"
"Scientist Marissa",1,ability,"Golbat","","infiltrator"
"Scientist Marissa",1,moves,"Golbat","[]","['cross poison', 'dark pulse', 'hurricane', 'tailwind']"
"Scientist Marissa",2,ability,"Qwilfish","","intimidate"
"Scientist Marissa",2,moves,"Qwilfish","[]","['crunch', 'destiny bond', 'hydro pump', 'poison jab']"
"Scientist Ronald",0,ability,"Jynx","","majestic ward"
"Scientist Ronald",0,moves,"Jynx","[]","['ice beam', 'lovely kiss', 'psychic', 'surf']"
"Scientist Ronald",1,ability,"Cryogonal","","levitate"
"Scientist Ronald",1,moves,"Cryogonal","[]","['blizzard', 'flash cannon', 'mean look', 'thunderbolt']"
"Scientist Ronald",2,ability,"Magnezone","","light metal"
"Scientist Ronald",2,moves,"Magnezone","[]","['discharge', 'earth power', 'energy ball', 'self-destruct']"
"Scientist Ronald",3,ability,"Glaceon","","permafrost"
"Scientist Ronald",3,moves,"Glaceon","[]","['calm mind', 'charge beam', 'ice beam', 'recover']"
"Scientist Terrance",0,ability,"Porygon2","","trace"
"Scientist Terrance",0,moves,"Porygon2","[]","['facade', 'parabolic zap', 'psybeam', 'recover']"
"Scientist Terrance",1,ability,"Hitmontop","","intimidate"
"Scientist Terrance",1,moves,"Hitmontop","[]","['block', 'bullet punch', 'feint attack', 'vital throw']"
"Scientist Terrance",2,ability,"Probopass","","sturdy"
"Scientist Terrance",2,moves,"Probopass","[]","['magnet bomb', 'magnet rise', 'power gem', 'shock wave']"
"Scientist Terrance",3,ability,"Duosion","","magic guard"
"Scientist Terrance",3,moves,"Duosion","[]","['calm mind', 'psybeam', 'shadow ball', 'signal beam']"
"Sinnoh Leader Volkner",0,ability,"Jolteon","","tenacity"
"Sinnoh Leader Volkner",0,moves,"Jolteon","[]","['protect', 'shadow ball', 'thunderbolt', 'volt switch']"
"Sinnoh Leader Volkner",1,ability,"Octillery","","sniper"
"Sinnoh Leader Volkner",1,moves,"Octillery","[]","['charge beam', 'flamethrower', 'octazooka', 'sludge bomb']"
"Sinnoh Leader Volkner",2,ability,"Luxray","","guts"
"Sinnoh Leader Volkner",2,moves,"Luxray","[]","['crunch', 'ice fang', 'sucker punch', 'thunder fang']"
"Sinnoh Leader Volkner",3,ability,"Ambipom","","speed boost"
"Sinnoh Leader Volkner",3,moves,"Ambipom","[]","['baton pass', 'double-edge', 'natural gift', 'substitute']"
"Sinnoh Leader Volkner",4,ability,"Electivire","","lonely"
"Sinnoh Leader Volkner",4,moves,"Electivire","[]","['double-edge', 'focus blast', 'quick attack', 'temper flare']"
"Socialite Grace",0,ability,"Lilligant","","chlorophyll"
"Socialite Grace",0,moves,"Lilligant","[]","['quiver dance', 'solar beam', 'stored power', 'teeter dance']"
"Socialite Grace",1,ability,"Chandelure","","lax"
"Socialite Grace",1,moves,"Chandelure","[]","['calm mind', 'mystical fire', 'psychic', 'shadow ball']"
"Socialite Grace",2,ability,"Chimecho","","gentle"
"Socialite Grace",2,moves,"Chimecho","[]","['blizzard', 'hypnosis', 'inferno', 'uproar']"
"Socialite Grace",3,ability,"Starmie","","patient"
"Socialite Grace",3,moves,"Starmie","[]","['future sight', 'ice beam', 'psychic', 'surf']"
"Socialite Grace",4,ability,"Persian","","sniper"
"Socialite Grace",4,moves,"Persian","[]","['crush claw', 'iron tail', 'night slash', 'u-turn']"
"Subway Boss Emmet",0,ability,"Pinsir","","mold breaker"
"Subway Boss Emmet",0,moves,"Pinsir","[]","['drill run', 'lunge', 'rock climb', 'superpower']"
"Subway Boss Emmet",1,ability,"Chandelure","","careful"
"Subway Boss Emmet",1,moves,"Chandelure","[]","['energy ball', 'flame burst', 'shadow ball', 'smog']"
"Subway Boss Ingo",0,ability,"Eelektross","","thunderbolt flamethrower sludge bomb muddy water"
"Subway Boss Ingo",1,ability,"Skarmory","","sturdy"
"Subway Boss Ingo",1,moves,"Skarmory","[]","['iron head', 'night slash', 'sky drop', 'swords dance']"
"Twins Lia & Lily",0,ability,"MIMEJR.","","filter"
"Twins Lia & Lily",0,moves,"MIMEJR.","[]","['concuss', 'fake out', 'heart stamp', 'reflect']"
"Twins Lia & Lily",1,ability,"Bonsly","","prankster"
"Twins Lia & Lily",1,moves,"Bonsly","[]","['bullet seed', 'light screen', 'rock slide', 'thunder wave']"
"Twins Lia & Lily",2,ability,"Murkrow","","prankster"
"Twins Lia & Lily",2,moves,"Murkrow","[]","['beat up', 'icy wind', 'pluck', 'will-o-wisp']"
"Twins Lia & Lily",3,ability,"Misdreavus","","hardy"
"Twins Lia & Lily",3,moves,"Misdreavus","[]","['disarming voice', 'hex', 'magical leaf', 'thunder wave']"
"Twins Sola & Ana",0,ability,"Jumpluff","","wind rider"
"Twins Sola & Ana",0,moves,"Jumpluff","[]","['acrobatics', 'captivate', 'sleep powder', 'tailwind']"
"Twins Sola & Ana",1,ability,"Mawile","","intimidate"
"Twins Sola & Ana",1,moves,"Mawile","[]","['iron tail', 'rock slide', 'strength', 'swords dance']"
"Twins Sola & Ana",2,ability,"Granbull","","hustle"
"Twins Sola & Ana",2,moves,"Granbull","[]","['brick break', 'crunch', 'play rough', 'retaliate']"
"Twins Sola & Ana",3,ability,"Delibird","","refrigerate"
"Twins Sola & Ana",3,moves,"Delibird","[]","['dizzy punch', 'fake out', 'last resort', 'return']"
"Twins Sola & Ana",4,ability,"Azumarill","","huge power"
"Twins Sola & Ana",4,moves,"Azumarill","[]","['focus punch', 'none', 'waterfall']"
"Twins Tara & Val",0,ability,"Jellicent","","water absorb"
"Twins Tara & Val",0,moves,"Jellicent","[]","['bitter malice', 'brine', 'hex', 'toxic']"
"Twins Tara & Val",1,ability,"Pachirisu","","prankster"
"Twins Tara & Val",1,moves,"Pachirisu","[]","['attract', 'dazzling gleam', 'shock wave', 'thunder wave']"
"Twins Tara & Val",2,ability,"Delibird","","refrigerate"
"Twins Tara & Val",2,moves,"Delibird","[]","['air cutter', 'double slap', 'fake out', 'hyper voice']"
"Twins Tara & Val",3,ability,"Kangaskhan","","adamant"
"Twins Tara & Val",3,moves,"Kangaskhan","[]","['breaking swipe', 'drain punch', 'feint attack', 'take down']"
"Worker Friedrich",0,ability,"Archeops","","unnerve"
"Worker Friedrich",0,moves,"Archeops","[]","['dragon pulse', 'dual wingbeat', 'fire fang', 'rock slide']"
"Worker Friedrich",1,ability,"Magnezone","","impish"
"Worker Friedrich",1,moves,"Magnezone","[]","['aurora beam', 'bug buzz', 'discharge', 'light screen']"
"Worker Friedrich",2,ability,"Sigilyph","","tenacity"
"Worker Friedrich",2,moves,"Sigilyph","[]","['air slash', 'energy ball', 'psyshock', 'weather ball']"
"Worker Isaac",0,ability,"Magnemite","","sturdy"
"Worker Isaac",0,moves,"Magnemite","[]","['light screen', 'mirror shot', 'shock wave', 'volt switch']"
"Worker Isaac",1,ability,"Magby","","turboblaze"
"Worker Isaac",1,moves,"Magby","[]","['drain punch', 'fire punch', 'poison gas', 'smog']"
"Worker Isaac",2,ability,"Timburr","","guts"
"Worker Isaac",2,moves,"Timburr","[]","['drain punch', 'ice punch', 'mach punch', 'scary face']"
"Worker Isaac",3,ability,"Cranidos","","sheer force"
"Worker Isaac",3,moves,"Cranidos","[]","['breaking swipe', 'fire blast', 'headbutt', 'rock tomb']"
"Worker Maynard",0,ability,"Sandslash","","sand force"
"Worker Maynard",0,moves,"Sandslash","[]","['earthquake', 'rock climb', 'spin out', 'steamroller']"
"Worker Maynard",1,ability,"Mamoswine","","berserk"
"Worker Maynard",1,moves,"Mamoswine","[]","['bulldoze', 'freeze-dry', 'rock tomb', 'strength']"
"Worker Maynard",2,ability,"Torterra","","solid rock"
"Worker Maynard",2,moves,"Torterra","[]","['avalanche', 'earthquake', 'ingrain', 'recover']"
"Worker Mitchell",0,ability,"Marshtomp","","sheer force"
"Worker Mitchell",0,moves,"Marshtomp","[]","['bulldoze', 'icy wind', 'rock smash', 'scald']"
"Worker Mitchell",1,ability,"Elgyem","","levitate"
"Worker Mitchell",1,moves,"Elgyem","[]","['signal beam', 'spark', 'supersonic', 'telekinesis']"
"Worker Mitchell",2,ability,"Klink","","levitate"
"Worker Mitchell",2,moves,"Klink","[]","['double hit', 'metal claw', 'rock smash', 'shift gear']"
"Worker Mitchell",3,ability,"Archen","","unnerve"
"Worker Mitchell",3,moves,"Archen","[]","['flame burst', 'pluck', 'rock smash', 'rock tomb']"
"Worker Nathan",0,ability,"Stunky","","flare boost"
"Worker Nathan",0,moves,"Stunky","[]","['icy wind', 'incinerate', 'snarl', 'venoshock']"
"Worker Nathan",1,ability,"Combusken","","speed boost"
"Worker Nathan",1,moves,"Combusken","[]","['detect', 'double kick', 'incinerate', 'pluck']"
"Worker Nathan",2,ability,"Graveler","","sturdy"
"Worker Nathan",2,moves,"Graveler","[]","['accelerock', 'bone club', 'rock slide', 'rock smash']"
"Worker Nathan",3,ability,"Beldum","","tough claws"
"Worker Nathan",3,moves,"Beldum","[]","['bullet punch', 'metal claw', 'rock smash', 'take down']"
"Worker Niel",0,ability,"Mawile","","sheer force"
"Worker Niel",0,moves,"Mawile","[]","['fire blast', 'ice beam', 'iron head', 'play rough']"
"Worker Niel",1,ability,"Cacturne","","sand rush"
"Worker Niel",1,moves,"Cacturne","[]","['needle arm', 'phantom strike', 'sand tomb', 'sludge bomb']"
"Worker Noel",0,ability,"Cradily","","patient"
"Worker Noel",0,moves,"Cradily","[]","['earth power', 'giga drain', 'recover', 'weather ball']"
"Worker Noel",1,ability,"Magcargo","","water absorb"
"Worker Noel",1,moves,"Magcargo","[]","['ancient power', 'lava plume', 'rollout', 'self-destruct']"
"Worker Noel",2,ability,"Lairon","","determined"
"Worker Noel",2,moves,"Lairon","[]","['blizzard', 'outrage', 'rock wrecker', 'thunder']"
"Worker Noel",3,ability,"Typhlosion","","gentle"
"Worker Noel",3,moves,"Typhlosion","[]","['endure', 'flamethrower', 'mud bomb', 'u-turn']"
"Worker Noel",4,ability,"Aerodactyl","","naughty"
"Worker Noel",4,moves,"Aerodactyl","[]","['crunch', 'dual wingbeat', 'rock climb', 'steel wing']"
"Worker Pasqual",0,ability,"Nidoqueen","","sheer force"
"Worker Pasqual",0,moves,"Nidoqueen","[]","['flamethrower', 'ice beam', 'sludge bomb', 'thunderbolt']"
"Worker Pasqual",1,ability,"Lunatone","","solid rock"
"Worker Pasqual",1,moves,"Lunatone","[]","['ice beam', 'meteor beam', 'moonblast', 'mystical fire']"
"Worker Pasqual",2,ability,"Sudowoodo","","determined"
"Worker Pasqual",2,moves,"Sudowoodo","[]","['double-edge', 'hammer arm', 'head smash', 'wood hammer']"
"Worker Pasqual",3,ability,"Skarmory","","sturdy"
"Worker Pasqual",3,moves,"Skarmory","[]","['drill run', 'dual wingbeat', 'rock slide', 'steel wing']"
"Worker Pasqual",4,ability,"Gabite","","sand veil"
"Worker Pasqual",4,moves,"Gabite","[]","['drill run', 'dual chop', 'swords dance', 'temper flare']"
"Worker Scott",0,ability,"Swoobat","","friend guard"
"Worker Scott",0,moves,"Swoobat","[]","['acrobatics', 'dazzling gleam', 'hypnosis', 'u-turn']"
"Worker Scott",1,ability,"Gurdurr","","iron fist"
"Worker Scott",1,moves,"Gurdurr","[]","['bullet punch', 'drain punch', 'mach punch', 'scary face']"
"Worker Scott",2,ability,"Magmar","","turboblaze"
"Worker Scott",2,moves,"Magmar","[]","['brick break', 'flame burst', 'poison jab', 'smokescreen']"
"Worker Scott",3,ability,"Zweilous","","hustle"
"Worker Scott",3,moves,"Zweilous","[]","['brutal swing', 'devour', 'rock slide', 'thunder fang']"
"Worker Scott",4,ability,"Rhydon","","solid rock"
"Worker Scott",4,moves,"Rhydon","[]","['bone rush', 'natural gift', 'rock blast', 'rock smash']"
"Worker Tavarius",0,ability,"Gigalith","","sturdy"
"Worker Tavarius",0,moves,"Gigalith","[]","['energy ball', 'flash cannon', 'thunderbolt', 'weather ball']"
"Worker Tavarius",1,ability,"Steelix","","sheer force"
"Worker Tavarius",1,moves,"Steelix","[]","['crunch', 'fire fang', 'iron tail', 'thunder fang']"
"Worker Tibor",0,ability,"Golem","","sturdy"
"Worker Tibor",0,moves,"Golem","[]","['brick break', 'drill run', 'gyro ball', 'rock climb']"
"Worker Tibor",1,ability,"Dodrio","","sand rush"
"Worker Tibor",1,moves,"Dodrio","[]","['blaze kick', 'drill peck', 'drill run', 'flail']"
"Worker Tibor",2,ability,"Darmanitan-Zen","","gentle"
"Worker Tibor",2,moves,"Darmanitan-Zen","[]","['aura sphere', 'dream eater', 'mystical fire', 'power gem']"
"Worker Tibor",3,ability,"Cofagrigus","","brave"
"Worker Tibor",3,moves,"Cofagrigus","[]","['grudge', 'magnet bomb', 'power gem', 'scorching sands']"
"Worker Victor",0,ability,"Rotom","","levitate"
"Worker Victor",0,moves,"Rotom","[]","['discharge', 'glaciate', 'scald', 'volt switch']"
"Worker Victor",1,ability,"Abomasnow","","filter"
"Worker Victor",1,moves,"Abomasnow","[]","['ice punch', 'ingrain', 'recover', 'water pulse']"
"Worker Victor",2,ability,"Sealeo","","ice body"
"Worker Victor",2,moves,"Sealeo","[]","['avalanche', 'body slam', 'dive', 'slack off']"
"Worker Victor",3,ability,"Beartic","","swift swim"
"Worker Victor",3,moves,"Beartic","[]","['icicle crash', 'rock slide', 'strength', 'waterfall']"
"Worker Zack",0,ability,"Bibarel","","huge power"
"Worker Zack",0,moves,"Bibarel","[]","['amnesia', 'aqua jet', 'barrage', 'headbutt']"
"Worker Zack",1,ability,"Haunter","","shadow tag"
"Worker Zack",1,moves,"Haunter","[]","['bitter malice', 'hex', 'psychic', 'sludge']"
"Worker Zack",2,ability,"Gabite","","rough skin"
"Worker Zack",2,moves,"Gabite","[]","['breaking swipe', 'bulldoze', 'rock tomb', 'swords dance']"
"Worker Zack",3,ability,"Machoke","","no guard"
"Worker Zack",3,moves,"Machoke","[]","['body slam', 'cross chop', 'payback', 'seismic toss']"
"Youngster Kenny",0,ability,"Elekid","","static"
"Youngster Kenny",0,moves,"Elekid","[]","['karate chop', 'light screen', 'nuzzle', 'swift']"
"Youngster Kenny",1,ability,"Bagon","","sheer force"
"Youngster Kenny",1,moves,"Bagon","[]","['dragon rage', 'ember', 'headbutt', 'rock throw']"
"Youngster Kenny",2,ability,"Totodile","","rough skin"
"Youngster Kenny",2,moves,"Totodile","[]","['aqua jet', 'bite', 'metal claw', 'screech']"
"Youngster Kenny",3,ability,"Oddish","","chlorophyll"
"Youngster Kenny",3,moves,"Oddish","[]","['absorb', 'acid spray', 'disarming voice', 'stun spore']"
"Youngster Masahiro",0,ability,"Lickitung","","gourmand"
"Youngster Masahiro",0,moves,"Lickitung","[]","['body slam', 'lick', 'natural gift', 'thunder wave']"
"Youngster Masahiro",1,ability,"Grovyle","","hyper cutter"
"Youngster Masahiro",1,moves,"Grovyle","[]","['breaking swipe', 'cut', 'razor leaf', 'u-turn']"
"Youngster Masahiro",2,ability,"Luxio","","guts"
"Youngster Masahiro",2,moves,"Luxio","[]","['beat up', 'bulk up', 'headbutt', 'spark']"
"Youngster Masahiro",3,ability,"Dustox","","merciless"
"Youngster Masahiro",3,moves,"Dustox","[]","['psybeam', 'struggle bug', 'toxic', 'venoshock']"
"Youngster Pedro",0,ability,"Sentret","","adaptability"
"Youngster Pedro",0,moves,"Sentret","[]","['bite', 'flame charge', 'quick attack', 'secret power']"
"Youngster Pedro",1,ability,"Hoothoot","","overcoat"
"Youngster Pedro",1,moves,"Hoothoot","[]","['air cutter', 'astonish', 'glare', 'icy wind']"
"Youngster Pedro",2,ability,"Phanpy","","battle armor"
"Youngster Pedro",2,moves,"Phanpy","[]","['bulldoze', 'curse', 'rock throw', 'take down']"
"Youngster Pedro",3,ability,"Slakoth","","truant"
"Youngster Pedro",3,moves,"Slakoth","[]","['fury swipes', 'secret power', 'slack off', 'work up']"
"Youngster Petey",0,ability,"Mankey","","defiant"
"Youngster Petey",0,moves,"Mankey","[]","['covet', 'fury swipes', 'karate chop', 'low kick']"
"Youngster Petey",1,ability,"Teddiursa","","anger point"
"Youngster Petey",1,moves,"Teddiursa","[]","['pursuit', 'sand attack', 'stomp', 'tackle']"
"Youngster Petey",2,ability,"Silcoon","","resilient"
"Youngster Petey",2,moves,"Silcoon","[]","['disarming voice', 'iron defense', 'poison sting', 'struggle bug']"
"Youngster Terrell",0,ability,"Patrat","","patient"
"Youngster Terrell",0,moves,"Patrat","[]","['bite', 'leer', 'pursuit', 'tackle']"
"Youngster Terrell",1,ability,"Pidove","","resilient"
"Youngster Terrell",1,moves,"Pidove","[]","['mud-slap', 'pluck', 'quick attack', 'sand attack']"
"Youngster Waylon",0,ability,"Monferno","","blaze"
"Youngster Waylon",0,moves,"Monferno","[]","['fake out', 'flame burst', 'force palm', 'mach punch']"
"Youngster Waylon",1,ability,"Spoink","","hustle"
"Youngster Waylon",1,moves,"Spoink","[]","['bounce', 'concuss', 'confuse ray', 'pursuit']"
"Youngster Waylon",2,ability,"Kricketune","","naughty"
"Youngster Waylon",2,moves,"Kricketune","[]","['mega drain', 'mud-slap', 'rapid spin', 'struggle bug']"
"Youngster Waylon",3,ability,"Gligar","","tough claws"
"Youngster Waylon",3,moves,"Gligar","[]","['bone club', 'metal claw', 'night slash', 'wing attack']"
